database,split,wav_path,duration,text,speaker,sex,emotion,lang
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0875.wav,2.5,서울역 가는 버스가 여기 서요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0876.wav,1.6,서두르지 않아도 돼.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0877.wav,1.9,떠날 채비를 서둘러라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0878.wav,2.4,우유랑 버터를 밀가루에 섞으세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0879.wav,1.6,제가 카드 섞어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0880.wav,3.9,나는 의사에게 내 증상을 자세히 설명했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0881.wav,2.4,좀 더 자세히 설명해 주시겠어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0882.wav,3.9,사업에 성공하려면 우선 자신을 돌봐야 한다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0883.wav,3.3,그 영화는 상업적으로 크게 성공했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0884.wav,3.5,나는 그녀에게 꽃 한 다발을 선물했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0885.wav,2.9,어머니 생신에 뭐 선물할 거니?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0886.wav,3.3,직업을 잘 선택하는 것은 중요한 일이다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0887.wav,1.8,누구를 선택하시겠어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0888.wav,3.4,사람들을 일렬로 세우는 게 네가 할 일이야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0889.wav,3.3,내 꿈은 언젠가 학교를 세우는 거야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0890.wav,2.2,차를 세우고 물어봐야겠는걸.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0891.wav,3.0,요즘 너무 많은 스트레스에 시달리고 있어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0892.wav,3.3,오늘 조카들한테 시달려서 몹시 피곤해.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0893.wav,3.1,의사 선생님이 운동을 시작하라고 하셨다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0894.wav,1.9,영화가 막 시작하려고 합니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0895.wav,1.9,회의가 곧 시작돼요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0896.wav,2.5,보통 장마가 언제 시작됩니까?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0897.wav,2.2,시키는 대로 하는 게 좋을 텐데.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0898.wav,1.9,오늘 점심은 시켜 먹읍시다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0899.wav,1.4,저녁 식사하셨어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0900.wav,1.6,점심 식사하러 나가죠.,kss-w,w,neutral,ko
kss,test,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0901.wav,1.1,실례합니다.,kss-w,w,neutral,ko
kss,test,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0902.wav,2.4,실례합니다만 먼저 가 봐야 해서요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0903.wav,3.4,"이 영화는 상을 받았지만, 흥행에는 실패했어.",kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0904.wav,2.0,내가 실패할 줄은 몰랐어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0905.wav,1.8,누구나 실수할 수 있다.,kss-w,w,neutral,ko
kss,val,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0906.wav,3.3,이메일을 보내다가 실수하신 적이 있습니까?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0907.wav,3.9,나는 아버지를 도와 옥수수를 심겠다고 약속했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0908.wav,1.6,심은 대로 거둔다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0909.wav,2.4,스타킹 위에 양말을 신지 그래?,kss-w,w,neutral,ko
kss,val,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0910.wav,1.9,신발 신는 것 좀 도와 줘.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0911.wav,3.6,저는 여자 친구와 쇼핑하는 걸 굉장히 싫어해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0912.wav,4.0,그녀가 나를 싫어하기 때문에 나도 그녀를 싫어한다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0913.wav,4.1,그 사람들 지금 트럭에 상자를 싣는 중이라 바빠요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0914.wav,1.5,차에 짐 다 실었어?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0915.wav,2.4,여러분께 제 어머니를 소개합니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0916.wav,1.5,저를 소개하겠습니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0917.wav,2.7,저는 어느 동아리에도 속해 있지 않아요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0918.wav,2.3,그녀는 상당한 미인에 속한다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0919.wav,1.3,나한테 소리치지 마.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0920.wav,2.3,우리는 도와 달라고 소리쳤다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0921.wav,1.7,포장지에 싸 드릴까요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0922.wav,2.0,남은 음식 좀 싸 주시겠어요?,kss-w,w,neutral,ko
kss,val,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0923.wav,2.7,모니터 위에 먼지가 잔뜩 쌓였어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0924.wav,2.1,오늘은 정말 스트레스 쌓여.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0925.wav,2.9,최대한 빨리 여기에 통나무를 쌓아라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0926.wav,4.6,좋은 작가가 되려면 폭넓은 경험을 쌓는 것이 중요하다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0927.wav,4.5,엄마는 나한테 제발 동생과 그만 싸우라고 소리쳤다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0928.wav,1.4,뭐 때문에 싸웠어?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0929.wav,2.4,파를 썰어서 접시 위에 두어라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0930.wav,1.4,치즈 좀 썰어 줄래?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0931.wav,2.6,첫 장에 이름 쓰는 거 잊지 마세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0932.wav,3.7,저는 이메일보다 편지를 쓰는 걸 더 좋아해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0933.wav,3.2,저는 외출을 할 때 꼭 모자를 씁니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0934.wav,3.1,군인은 비가 와도 우산을 쓸 수 없어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0935.wav,1.8,얼마 동안 쓰실 건가요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0936.wav,1.6,돈을 어디에 다 쓴 거야?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0937.wav,3.7,이 돈은 가난한 사람들을 돕는 데 쓰일 거야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0938.wav,3.0,국제회의에서는 흔히 영어가 쓰인다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0939.wav,1.6,껌 좀 조용히 씹어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0940.wav,2.1,음식을 씹은 다음 삼켜라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0941.wav,1.4,손 먼저 씻어라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0942.wav,3.6,차가운 물로 발을 씻으면 기분이 상쾌해질 거야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0943.wav,2.3,비가 억수같이 쏟아지고 있어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0944.wav,4.2,아내가 이혼을 원한다는 말을 듣자 눈물이 쏟아졌다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0945.wav,1.3,내 뒤에 얼른 숨어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0946.wav,2.2,그는 산속으로 숨어 버렸다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0947.wav,2.4,그녀가 좀 쉬어야 한다고 생각합니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0948.wav,1.4,오늘은 쉬는 날이야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0949.wav,2.8,우리는 비행기에 타려고 줄을 섰다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0950.wav,3.9,저는 운전할 줄은 아는데 자전거를 탈 줄은 몰라요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0951.wav,1.8,뭔가 타고 있는 것 같아요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0952.wav,2.6,고기가 다 타서 먹을 수가 없었죠.,kss-w,w,neutral,ko
kss,test,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0953.wav,3.4,한국에서는 태어나면 곧바로 한 살이에요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0954.wav,3.5,저는 미국에서 태어났지만 한국에서 자랐어요.,kss-w,w,neutral,ko
kss,test,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0955.wav,3.2,버스는 이미 승객들을 가득 태우고 있었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0956.wav,1.3,나 좀 태워 줘요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0957.wav,3.2,산에서 쓰레기를 태우는 건 아주 위험해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0958.wav,2.1,너는 늘 밥을 태우는구나.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0959.wav,2.2,여기저기서 폭탄이 터졌다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0960.wav,4.9,사람들이 전쟁이 터질 때를 대비해서 물건을 사재기하고 있습니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0961.wav,4.8,개를 보자마자 핸들을 왼쪽으로 틀려고 했지만 이미 늦었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0962.wav,2.3,선풍기 틀어도 괜찮으시겠어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0963.wav,2.8,"내 생각엔, 네 답이 틀린 것 같은데.",kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0964.wav,2.6,한국어 시험에서 두 문제를 틀렸어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0965.wav,2.0,나무는 전기가 안 통해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0966.wav,3.5,시행착오를 통해 배우는 것도 나쁘지 않아.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0967.wav,2.6,이 부분은 뜻이 안 통하는 것 같은데.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0968.wav,2.0,엄마는 포도를 따고 계세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0969.wav,1.3,이 캔 좀 따 줘.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0970.wav,4.5,그 남자는 자기 아이를 때렸다는 이유로 고소를 당했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0971.wav,3.2,선생님이 회초리로 손바닥을 때리셨어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0972.wav,1.5,이 길을 따라가세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0973.wav,3.4,토론에서는 그 여자를 따라갈 사람이 없어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0974.wav,1.5,저를 따라오십시오.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0975.wav,2.7,수학이라면 저를 따라올 사람이 없어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0976.wav,1.7,총에서 손을 떼라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0977.wav,3.6,나는 그 아름다운 여인에게서 눈을 뗄 수가 없었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0978.wav,1.2,왜 떨고 있어?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0979.wav,1.3,다리 좀 떨지 마.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0980.wav,3.0,놀라서 목소리가 떨리기 시작했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0981.wav,3.1,시험 보기 전이면 항상 이렇게 떨려.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0982.wav,1.7,그 사람 어디로 떠난 거야?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0983.wav,4.1,좋은 추억을 많이 가지고 한국을 떠나셨으면 좋겠네요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0984.wav,2.9,해외여행을 떠나려면 준비할 게 많아.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0985.wav,3.6,행복했던 시절을 떠올리면 미소가 지어진다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0986.wav,4.3,그 사람을 볼 때마다 내 예전 남자 친구를 떠올리게 돼.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0987.wav,2.2,해는 동쪽에서 떠오른다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0988.wav,1.8,좋은 생각이 떠올랐다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0989.wav,3.2,말에서 떨어져서 왼팔이 부러졌어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0990.wav,3.2,딸아이가 입학시험에 떨어졌어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0991.wav,1.7,연료가 다 떨어져 가.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0992.wav,2.3,무언가가 표면에 떠 다닌다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0993.wav,3.1,태양은 동쪽에서 떠서 서쪽으로 진다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0994.wav,1.7,눈을 뜨고 나를 봐요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0995.wav,2.0,아침 일곱 시에 눈을 떴어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0996.wav,2.6,아줌마는 결혼한 여자를 뜻한다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0997.wav,2.2,이 문장은 무엇을 뜻합니까?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0998.wav,1.3,걷지 말고 뛰어!,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0999.wav,3.4,모든 사람들이 출구를 향해 뛰기 시작했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1000.wav,4.3,그녀는 육상 선수였기 때문에 굉장히 높이 뛸 수 있다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1001.wav,2.8,그의 맥박은 여전히 뛰고 있다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1002.wav,4.9,한글은 십오 세기에 세종대왕에 의해 만들어졌어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1003.wav,4.0,그가 회복된 건 순전히 그 여자의 간호에 의한 거야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1004.wav,3.6,일기예보에 의하면 날씨가 좋을 거래요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1005.wav,2.2,아이엠에프는 뭘 의미합니까?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1006.wav,2.2,빨간 불은 위험을 의미해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1007.wav,3.5,여름철에는 매미가 우는 걸 쉽게 볼 수 있어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1008.wav,2.2,그는 기뻐서 울고 있다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1009.wav,4.2,우리 형은 어릴 때 걸핏하면 저를 울렸어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1010.wav,3.0,전화 받아! 전화벨 울리잖아!,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1011.wav,1.3,고개를 움직여 봐.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1012.wav,1.3,팔이 안 움직여.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1013.wav,3.1,오늘은 운동하기에 아주 좋은 날씨였다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1014.wav,3.3,저는 매일 운동하러 헬스 클럽에 다녀요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1015.wav,2.0,버스를 운전할 수 있으세요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1016.wav,3.5,비 오는 날 빨리 운전하면 매우 위험하다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1017.wav,3.8,그는 엉뚱한 질문으로 사람들을 곧잘 웃겼다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1018.wav,1.6,그 사람 정말 웃겨.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1019.wav,2.6,그는 머리를 뒤로 젖히고 웃었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1020.wav,1.9,아기가 나를 보고 웃었어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1021.wav,3.9,그들은 도시 전체를 보기 위해 산꼭대기로 올라갔다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1022.wav,3.1,그 사람은 자기 부모를 끔찍이 위해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1023.wav,2.2,누구나 오래 살길 원한다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1024.wav,0.9,뭘 원해?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1025.wav,5.1,나는 새해에는 담배를 끊겠다고 아들 녀석과 약속했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1026.wav,5.9,시험을 잘 보면 아빠가 새 컴퓨터를 사 주시겠다고 나한테 약속하셨어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1027.wav,3.1,그는 전국 방방곡곡을 여행했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1028.wav,3.2,기차를 타고 유럽 전역을 여행했어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1029.wav,1.5,창문 열어도 될까요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1030.wav,2.3,첨부하신 파일을 못 열겠어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1031.wav,3.0,"두드려라, 그러면 열릴 것이다.",kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1032.wav,3.9,이천이 년 월드컵이 한국과 일본에서 열렸다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1033.wav,4.3,아버지는 한국어를 연구하는 데 평생을 바치셨다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1034.wav,3.6,제 일은 고대 문자에 대해 연구하는 거예요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1035.wav,3.1,내일은 제일 중요한 장면을 연습할 거야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1036.wav,3.8,그 선수가 연습하는 걸 보려고 사람들이 모여 들었어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1037.wav,4.3,우리 부모님은 저한테 너무 많은 것을 요구하세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-1038.wav,4.5,내가 환불을 요구하자 그들은 영수증을 보여 달라고 했다.,kss-w,w,neutral,ko
